genome_name,taxon_id,antibiotic,resistant_phenotype,STRING_name_compact
Acinetobacter baumannii WC-487,106654,ceftazidime,Susceptible,Acinetobacter nosocomialis
Acinetobacter baumannii WC-487,106654,ciprofloxacin,Susceptible,Acinetobacter nosocomialis
Acinetobacter baumannii WC-487,106654,gentamicin,Susceptible,Acinetobacter nosocomialis
Acinetobacter baumannii WC-487,106654,imipenem,Susceptible,Acinetobacter nosocomialis
Acinetobacter baumannii WC-487,106654,levofloxacin,Susceptible,Acinetobacter nosocomialis
Acinetobacter baumannii WC-487,106654,tobramycin,Susceptible,Acinetobacter nosocomialis
Acinetobacter calcoaceticus strain 295,471,cefepime,Intermediate,Acinetobacter calcoaceticus
Acinetobacter calcoaceticus strain 295,471,ceftazidime,Susceptible,Acinetobacter calcoaceticus
Acinetobacter calcoaceticus strain 295,471,ceftriaxone,Intermediate,Acinetobacter calcoaceticus
Acinetobacter calcoaceticus strain 295,471,ciprofloxacin,Susceptible,Acinetobacter calcoaceticus
Acinetobacter calcoaceticus strain 295,471,gentamicin,Susceptible,Acinetobacter calcoaceticus
Acinetobacter calcoaceticus strain 295,471,levofloxacin,Susceptible,Acinetobacter calcoaceticus
Acinetobacter calcoaceticus strain 295,471,meropenem,Susceptible,Acinetobacter calcoaceticus
Acinetobacter calcoaceticus strain 295,471,tetracycline,Susceptible,Acinetobacter calcoaceticus
Acinetobacter calcoaceticus strain 295,471,tobramycin,Susceptible,Acinetobacter calcoaceticus
Acinetobacter calcoaceticus strain 295,471,trimethoprim/sulfamethoxazole,Susceptible,Acinetobacter calcoaceticus
Acinetobacter nosocomialis MGL_55,106654,ampicillin,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,carbenicillin,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,chloramphenicol,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,ciprofloxacin,Susceptible,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,doxycycline,Susceptible,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,erythromycin,,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,imipenem,,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,kanamycin,,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,nalidixic acid,,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,neomycin,,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,penicillin,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,polymyxin B,,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,rifampin,,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,spectinomycin,,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,streptomycin,,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,tetracycline,,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,trimethoprim/sulfamethoxazole,Intermediate,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,ampicillin,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,carbenicillin,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,chloramphenicol,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,ciprofloxacin,Susceptible,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,doxycycline,Susceptible,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,erythromycin,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,penicillin,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,rifampin,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis MGL_55,106654,trimethoprim/sulfamethoxazole,Intermediate,Acinetobacter nosocomialis
Acinetobacter nosocomialis strain 328,106654,cefepime,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis strain 328,106654,ceftazidime,Intermediate,Acinetobacter nosocomialis
Acinetobacter nosocomialis strain 328,106654,ceftriaxone,Intermediate,Acinetobacter nosocomialis
Acinetobacter nosocomialis strain 328,106654,ciprofloxacin,Intermediate,Acinetobacter nosocomialis
Acinetobacter nosocomialis strain 328,106654,gentamicin,Resistant,Acinetobacter nosocomialis
Acinetobacter nosocomialis strain 328,106654,levofloxacin,Intermediate,Acinetobacter nosocomialis
Acinetobacter nosocomialis strain 328,106654,meropenem,Susceptible,Acinetobacter nosocomialis
Acinetobacter nosocomialis strain 328,106654,tetracycline,Intermediate,Acinetobacter nosocomialis
Acinetobacter nosocomialis strain 328,106654,tobramycin,Intermediate,Acinetobacter nosocomialis
Acinetobacter nosocomialis strain 328,106654,trimethoprim/sulfamethoxazole,Susceptible,Acinetobacter nosocomialis
Aerococcus sanguinicola 1D-459,119206,amoxicillin/clavulanic acid,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,azithromycin,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,cefepime,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,cefotaxime,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,ceftriaxone,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,cefuroxime,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,chloramphenicol,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,clindamycin,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,daptomycin,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,ertapenem,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,erythromycin,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,levofloxacin,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,linezolid,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,meropenem,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,moxifloxacin,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,penicillin,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,tetracycline,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,tigecycline,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,trimethoprim/sulfamethoxazole,,Aerococcus sanguinicola
Aerococcus sanguinicola 1D-459,119206,vancomycin,,Aerococcus sanguinicola
Bacteroides caccae BJH_110,47678,ertapenem,,Bacteroides caccae
Bacteroides caccae BJH_110,47678,meropenem,,Bacteroides caccae
Bacteroides caccae BJH_110,47678,metronidazole,,Bacteroides caccae
Bacteroides caccae BJH_110,47678,piperacillin/tazobactam,,Bacteroides caccae
Bacteroides caccae BJH_79,47678,ertapenem,,Bacteroides caccae
Bacteroides caccae BJH_79,47678,meropenem,,Bacteroides caccae
Bacteroides caccae BJH_79,47678,metronidazole,,Bacteroides caccae
Bacteroides caccae BJH_79,47678,piperacillin/tazobactam,,Bacteroides caccae
Bacteroides caccae BJH_80,47678,ertapenem,,Bacteroides caccae
Bacteroides caccae BJH_80,47678,meropenem,,Bacteroides caccae
Bacteroides caccae BJH_80,47678,metronidazole,,Bacteroides caccae
Bacteroides caccae BJH_80,47678,piperacillin/tazobactam,,Bacteroides caccae
Bacteroides ovatus BJH_167,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_167,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_167,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_167,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_170,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_170,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_170,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_170,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_175,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_175,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_175,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_175,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_18,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_18,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_18,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_18,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_205,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_205,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_205,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_205,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_27,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_27,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_27,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_27,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_28,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_28,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_28,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_28,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_39,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_39,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_39,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_39,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_42,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_42,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_42,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_42,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_46,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_46,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_46,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_46,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_47,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_47,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_47,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_47,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_49,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_49,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_49,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_49,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_51,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_51,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_51,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_51,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_74,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_74,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_74,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_74,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_86,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_86,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_86,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_86,28116,piperacillin/tazobactam,,Bacteroides ovatus
Bacteroides ovatus BJH_9,28116,ertapenem,,Bacteroides ovatus
Bacteroides ovatus BJH_9,28116,meropenem,,Bacteroides ovatus
Bacteroides ovatus BJH_9,28116,metronidazole,,Bacteroides ovatus
Bacteroides ovatus BJH_9,28116,piperacillin/tazobactam,,Bacteroides ovatus
Burkholderia cenocepacia O-3,95486,amikacin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,amoxicillin/clavulanic acid,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,ampicillin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,ceftazidime,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,ceftriaxone,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,cephalothin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,ciprofloxacin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,gentamicin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,imipenem,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,meropenem,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,netilmicin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,piperacillin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,piperacillin/tazobactam,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,ticarcillin/clavulanic acid,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,tobramycin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-3,95486,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,amikacin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,amoxicillin/clavulanic acid,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,ampicillin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,ceftazidime,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,ceftriaxone,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,cephalothin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,ciprofloxacin,Intermediate,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,gentamicin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,imipenem,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,meropenem,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,netilmicin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,piperacillin,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,piperacillin/tazobactam,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,ticarcillin/clavulanic acid,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,tobramycin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-4,95486,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,amikacin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,amoxicillin/clavulanic acid,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,ampicillin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,ceftazidime,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,ceftriaxone,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,cephalothin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,ciprofloxacin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,gentamicin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,imipenem,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,meropenem,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,netilmicin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,piperacillin,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,piperacillin/tazobactam,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,ticarcillin/clavulanic acid,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,tobramycin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-5,95486,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,amikacin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,amoxicillin/clavulanic acid,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,ampicillin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,ceftazidime,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,ceftriaxone,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,cephalothin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,ciprofloxacin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,gentamicin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,imipenem,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,meropenem,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,netilmicin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,piperacillin,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,piperacillin/tazobactam,Susceptible,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,ticarcillin/clavulanic acid,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,tobramycin,Resistant,Burkholderia cenocepacia
Burkholderia cenocepacia O-6,95486,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cenocepacia
Burkholderia cepacia B1,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B1,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B1,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B1,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B1,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B1,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B10,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B10,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B10,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B10,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B10,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B10,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B11,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B11,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B11,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B11,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B11,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B11,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B12,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B12,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B12,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B12,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B12,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B12,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B14,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B14,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B14,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B14,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B14,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B14,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B15,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B15,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B15,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B15,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B15,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B15,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B16,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B16,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B16,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B16,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B16,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B16,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B17,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B17,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B17,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B17,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B17,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B17,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B18,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B18,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B18,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B18,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B18,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B18,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B19,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B19,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B19,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B19,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B19,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B19,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B2,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B2,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B2,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B2,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B2,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B2,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B20,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B20,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B20,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B20,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B20,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B20,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B21,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B21,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B21,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B21,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B21,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B21,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B23,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B23,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B23,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B23,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B23,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B23,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B24,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B24,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B24,292,chloramphenicol,Susceptible,Burkholderia cepacia
Burkholderia cepacia B24,292,ciprofloxacin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B24,292,meropenem,Susceptible,Burkholderia cepacia
Burkholderia cepacia B24,292,trimethoprim/sulfamethoxazole,Susceptible,Burkholderia cepacia
Burkholderia cepacia B25,292,cefoxitin,Susceptible,Burkholderia cepacia
Burkholderia cepacia B25,292,ceftazidime,Susceptible,Burkholderia cepacia
Burkholderia cepacia B25,292,chloramphenicol,Susceptible,Burkholderia cepacia
